name,food_type_id,id_city,image_path,description,cover_image,gallery,short_description,detailed_description,ingredients,taste_profile,dietary_warnings,average_rating,review_count,source_location,source_classification,source_section
Bánh trôi Bánh chay,29f72bdf-6cd5-44e6-87fc-662ab65d5027,c6ef84fe-e7ac-41b0-b338-1d0775331eb1,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Banhtroi.JPG/120px-Banhtroi.JPG,"Bằng bột của cả gạo nếp lẫn gạo tẻ, đường phên, nước hoa bưởi, dừa nạo, vừng (mè) đã xát vỏ. Đối với riêng bánh chay thì thêm đỗ xanh, đường cát, bột đao hoặc bột sắn dây, chút gừng giã nhỏ vắt lấy nước.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Banhtroi.JPG/120px-Banhtroi.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Banhtroi.JPG/120px-Banhtroi.JPG""]","Bằng bột của cả gạo nếp lẫn gạo tẻ, đường phên, nước hoa bưởi, dừa nạo, vừng (mè) đã xát vỏ. Đối với riêng bánh chay thì","Bằng bột của cả gạo nếp lẫn gạo tẻ, đường phên, nước hoa bưởi, dừa nạo, vừng (mè) đã xát vỏ. Đối với riêng bánh chay thì thêm đỗ xanh, đường cát, bột đao hoặc bột sắn dây, chút gừng giã nhỏ vắt lấy nước.",,,,,0,Miền Bắc,Bánh,Bánh ngọt
"Bánh trung thu Bánh nướng , Bánh dẻo",29f72bdf-6cd5-44e6-87fc-662ab65d5027,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Vietnam_Grilled_moon_cake.JPG/120px-Vietnam_Grilled_moon_cake.JPG,"Bánh truyền thống trong Tết Trung thu thường gồm có một lớp vỏ mỏng (bề dày không quá 1 cm), làm bằng bột mì, ít hương vị, bao bọc khối nhân rất ngọt và hơi có dầu [ 8 ]",https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Vietnam_Grilled_moon_cake.JPG/120px-Vietnam_Grilled_moon_cake.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Vietnam_Grilled_moon_cake.JPG/120px-Vietnam_Grilled_moon_cake.JPG""]","Bánh truyền thống trong Tết Trung thu thường gồm có một lớp vỏ mỏng (bề dày không quá 1 cm), làm bằng bột mì, ít hương v","Bánh truyền thống trong Tết Trung thu thường gồm có một lớp vỏ mỏng (bề dày không quá 1 cm), làm bằng bột mì, ít hương vị, bao bọc khối nhân rất ngọt và hơi có dầu [ 8 ]",,,,,0,Khắp cả nước,Bánh ngọt,Bánh ngọt
Bò bảy món,9801fc29-f950-48b0-9e30-dc271824db9e,51eb38d6-9728-4d90-b7fe-c2f8236144a2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/B%C3%B2_7_m%C3%B3n.jpg/120px-B%C3%B2_7_m%C3%B3n.jpg,"7 món nấu từ thịt bò: Gỏi bò, Bò chả đùm, Bò nhúng dấm, Bò nướng mỡ chài, Bò lá lốt, Bò nướng hành, Cháo Bò",https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/B%C3%B2_7_m%C3%B3n.jpg/120px-B%C3%B2_7_m%C3%B3n.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/B%C3%B2_7_m%C3%B3n.jpg/120px-B%C3%B2_7_m%C3%B3n.jpg""]","7 món nấu từ thịt bò: Gỏi bò, Bò chả đùm, Bò nhúng dấm, Bò nướng mỡ chài, Bò lá lốt, Bò nướng hành, Cháo Bò","7 món nấu từ thịt bò: Gỏi bò, Bò chả đùm, Bò nhúng dấm, Bò nướng mỡ chài, Bò lá lốt, Bò nướng hành, Cháo Bò",,,,,0,Miền Nam,Món thịt,Biến tấu
Bò sốt vang,9801fc29-f950-48b0-9e30-dc271824db9e,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/B%C3%B2_s%E1%BB%91t_vang_ng%C3%A0y_21_th%C3%A1ng_1_n%C4%83m_2019_%282%29.jpg/120px-B%C3%B2_s%E1%BB%91t_vang_ng%C3%A0y_21_th%C3%A1ng_1_n%C4%83m_2019_%282%29.jpg,"Thịt bò được nấu với rau củ, rượu vang cho đặc sánh lại. Là món ẩm thực Pháp nhưng được Việt hóa và trở thành đặc trưng của Việt Nam",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/B%C3%B2_s%E1%BB%91t_vang_ng%C3%A0y_21_th%C3%A1ng_1_n%C4%83m_2019_%282%29.jpg/120px-B%C3%B2_s%E1%BB%91t_vang_ng%C3%A0y_21_th%C3%A1ng_1_n%C4%83m_2019_%282%29.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/B%C3%B2_s%E1%BB%91t_vang_ng%C3%A0y_21_th%C3%A1ng_1_n%C4%83m_2019_%282%29.jpg/120px-B%C3%B2_s%E1%BB%91t_vang_ng%C3%A0y_21_th%C3%A1ng_1_n%C4%83m_2019_%282%29.jpg""]","Thịt bò được nấu với rau củ, rượu vang cho đặc sánh lại. Là món ẩm thực Pháp nhưng được Việt hóa và trở thành đặc trưng ","Thịt bò được nấu với rau củ, rượu vang cho đặc sánh lại. Là món ẩm thực Pháp nhưng được Việt hóa và trở thành đặc trưng của Việt Nam",,,,,0,Khắp cả nước,Món thịt,Biến tấu
Bò nướng lá lốt,9801fc29-f950-48b0-9e30-dc271824db9e,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Banh_Hoi_Bo_La_Lot.jpg/120px-Banh_Hoi_Bo_La_Lot.jpg,Thịt bò xay cuộn lá lốt,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Banh_Hoi_Bo_La_Lot.jpg/120px-Banh_Hoi_Bo_La_Lot.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Banh_Hoi_Bo_La_Lot.jpg/120px-Banh_Hoi_Bo_La_Lot.jpg""]",Thịt bò xay cuộn lá lốt,Thịt bò xay cuộn lá lốt,,,,,0,Khắp cả nước,Món thịt,Biến tấu
Cá lóc nướng trui,9801fc29-f950-48b0-9e30-dc271824db9e,51eb38d6-9728-4d90-b7fe-c2f8236144a2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/C%C3%A1_l%C3%B3c_n%C6%B0%E1%BB%9Bng_trui.JPG/120px-C%C3%A1_l%C3%B3c_n%C6%B0%E1%BB%9Bng_trui.JPG,"Cá không cần sơ chế (không đánh vảy, cạo nhớt, mổ bụng, tẩm ướp gia vị) vừa bắt dưới sông lên, rửa sạch, được xuyên bằng một que dài từ miệng đến đuôi, vùi cá vào đống rơm khô rồi châm lửa đốt.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/C%C3%A1_l%C3%B3c_n%C6%B0%E1%BB%9Bng_trui.JPG/120px-C%C3%A1_l%C3%B3c_n%C6%B0%E1%BB%9Bng_trui.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/C%C3%A1_l%C3%B3c_n%C6%B0%E1%BB%9Bng_trui.JPG/120px-C%C3%A1_l%C3%B3c_n%C6%B0%E1%BB%9Bng_trui.JPG""]","Cá không cần sơ chế (không đánh vảy, cạo nhớt, mổ bụng, tẩm ướp gia vị) vừa bắt dưới sông lên, rửa sạch, được xuyên bằng","Cá không cần sơ chế (không đánh vảy, cạo nhớt, mổ bụng, tẩm ướp gia vị) vừa bắt dưới sông lên, rửa sạch, được xuyên bằng một que dài từ miệng đến đuôi, vùi cá vào đống rơm khô rồi châm lửa đốt.",,,,,0,Miền Nam,Món cá,Biến tấu
Chả cá thát lát,9801fc29-f950-48b0-9e30-dc271824db9e,b6e91f60-731f-4a89-92b9-ebb196fbf135,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Ch%E1%BA%A3_c%C3%A1_th%C3%A1t_l%C3%A1t_chi%C3%AAn.JPG/120px-Ch%E1%BA%A3_c%C3%A1_th%C3%A1t_l%C3%A1t_chi%C3%AAn.JPG,"Làm từ thịt của cá thát lát , thường là lóc thịt, bỏ da và xương rồi giã hay xay nhuyễn thành chả viên, rồi đem xào, chiên hay làm lẩu.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Ch%E1%BA%A3_c%C3%A1_th%C3%A1t_l%C3%A1t_chi%C3%AAn.JPG/120px-Ch%E1%BA%A3_c%C3%A1_th%C3%A1t_l%C3%A1t_chi%C3%AAn.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Ch%E1%BA%A3_c%C3%A1_th%C3%A1t_l%C3%A1t_chi%C3%AAn.JPG/120px-Ch%E1%BA%A3_c%C3%A1_th%C3%A1t_l%C3%A1t_chi%C3%AAn.JPG""]","Làm từ thịt của cá thát lát , thường là lóc thịt, bỏ da và xương rồi giã hay xay nhuyễn thành chả viên, rồi đem xào, chi","Làm từ thịt của cá thát lát , thường là lóc thịt, bỏ da và xương rồi giã hay xay nhuyễn thành chả viên, rồi đem xào, chiên hay làm lẩu.",,,,,0,"Đắk Lắk , Huế",Chả,Biến tấu
Giả cầy,9801fc29-f950-48b0-9e30-dc271824db9e,c6ef84fe-e7ac-41b0-b338-1d0775331eb1,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Gi%E1%BA%A3_c%E1%BA%A7y.jpg/120px-Gi%E1%BA%A3_c%E1%BA%A7y.jpg,"Chân giò lợn đem thui lửa cho vàng rồi đem ninh với giềng, mẻ, mắm tôm, tạo ra hương vị gần giống như thịt chó.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Gi%E1%BA%A3_c%E1%BA%A7y.jpg/120px-Gi%E1%BA%A3_c%E1%BA%A7y.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Gi%E1%BA%A3_c%E1%BA%A7y.jpg/120px-Gi%E1%BA%A3_c%E1%BA%A7y.jpg""]","Chân giò lợn đem thui lửa cho vàng rồi đem ninh với giềng, mẻ, mắm tôm, tạo ra hương vị gần giống như thịt chó.","Chân giò lợn đem thui lửa cho vàng rồi đem ninh với giềng, mẻ, mắm tôm, tạo ra hương vị gần giống như thịt chó.",,,,,0,Miền Bắc,Món thịt,Biến tấu
Mực khô Khô mực,9801fc29-f950-48b0-9e30-dc271824db9e,0439b7ef-0eef-44d0-a527-8802d1694076,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Dried_squid_3.png/120px-Dried_squid_3.png,Mực được sấy khô hoặc phơi nắng rồi đem nướng hoặc rim chua ngọt để dùng kèm với bia.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Dried_squid_3.png/120px-Dried_squid_3.png,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Dried_squid_3.png/120px-Dried_squid_3.png""]",Mực được sấy khô hoặc phơi nắng rồi đem nướng hoặc rim chua ngọt để dùng kèm với bia.,Mực được sấy khô hoặc phơi nắng rồi đem nướng hoặc rim chua ngọt để dùng kèm với bia.,,,,,0,Các vùng duyên hải,Mực,Biến tấu
Nộm sứa Gỏi sứa,9801fc29-f950-48b0-9e30-dc271824db9e,0439b7ef-0eef-44d0-a527-8802d1694076,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Nom_sua.JPG/120px-Nom_sua.JPG,"Món nộm sử dụng nguyên liệu chính là sứa đã được sơ chế, trộn chua ngọt với các loại rau, thịt động vật và gia vị.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Nom_sua.JPG/120px-Nom_sua.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Nom_sua.JPG/120px-Nom_sua.JPG""]","Món nộm sử dụng nguyên liệu chính là sứa đã được sơ chế, trộn chua ngọt với các loại rau, thịt động vật và gia vị.","Món nộm sử dụng nguyên liệu chính là sứa đã được sơ chế, trộn chua ngọt với các loại rau, thịt động vật và gia vị.",,,,,0,Các vùng duyên hải,Sứa,Biến tấu
Ốc luộc,9801fc29-f950-48b0-9e30-dc271824db9e,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Cooked_Snail_Found_In_Rajang_River.jpg/120px-Cooked_Snail_Found_In_Rajang_River.jpg,"Ốc luộc lên với sả, khi ăn khều ra chấm nước mắm chua ngọt pha gừng",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Cooked_Snail_Found_In_Rajang_River.jpg/120px-Cooked_Snail_Found_In_Rajang_River.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Cooked_Snail_Found_In_Rajang_River.jpg/120px-Cooked_Snail_Found_In_Rajang_River.jpg""]","Ốc luộc lên với sả, khi ăn khều ra chấm nước mắm chua ngọt pha gừng","Ốc luộc lên với sả, khi ăn khều ra chấm nước mắm chua ngọt pha gừng",,,,,0,Khắp cả nước,Ốc,Biến tấu
Ốc bươu nhồi thịt,9801fc29-f950-48b0-9e30-dc271824db9e,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/%E1%BB%90c_b%C6%B0%C6%A1u_nh%E1%BB%93i_th%E1%BB%8Bt.jpg/120px-%E1%BB%90c_b%C6%B0%C6%A1u_nh%E1%BB%93i_th%E1%BB%8Bt.jpg,"Thịt ốc bằm nhuyễn dùng với thịt heo xay, cà rốt, nấm mèo nhồi",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/%E1%BB%90c_b%C6%B0%C6%A1u_nh%E1%BB%93i_th%E1%BB%8Bt.jpg/120px-%E1%BB%90c_b%C6%B0%C6%A1u_nh%E1%BB%93i_th%E1%BB%8Bt.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/%E1%BB%90c_b%C6%B0%C6%A1u_nh%E1%BB%93i_th%E1%BB%8Bt.jpg/120px-%E1%BB%90c_b%C6%B0%C6%A1u_nh%E1%BB%93i_th%E1%BB%8Bt.jpg""]","Thịt ốc bằm nhuyễn dùng với thịt heo xay, cà rốt, nấm mèo nhồi","Thịt ốc bằm nhuyễn dùng với thịt heo xay, cà rốt, nấm mèo nhồi",,,,,0,Khắp cả nước,Ốc,Biến tấu
Quẩy,9801fc29-f950-48b0-9e30-dc271824db9e,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Qu%E1%BA%A9y.jpg/120px-Qu%E1%BA%A9y.jpg,"Bột mỳ pha thêm bột nở, rán vừa chín có dạng một cặp gồm thanh bánh dài có kích thước bằng chiếc xúc xích nhỏ dính nhau, ăn bùi và giòn",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Qu%E1%BA%A9y.jpg/120px-Qu%E1%BA%A9y.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Qu%E1%BA%A9y.jpg/120px-Qu%E1%BA%A9y.jpg""]","Bột mỳ pha thêm bột nở, rán vừa chín có dạng một cặp gồm thanh bánh dài có kích thước bằng chiếc xúc xích nhỏ dính nhau,","Bột mỳ pha thêm bột nở, rán vừa chín có dạng một cặp gồm thanh bánh dài có kích thước bằng chiếc xúc xích nhỏ dính nhau, ăn bùi và giòn",,,,,0,Khắp cả nước,Bánh rán,Biến tấu
Tiết canh,9801fc29-f950-48b0-9e30-dc271824db9e,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Ti%E1%BA%BFt_canh.jpg/120px-Ti%E1%BA%BFt_canh.jpg,"Tiết động vật tươi được pha với chút nước mắm hoặc nước muối nhạt hãm cho khỏi đông trước khi trộn với những phần thịt, sụn động vật băm nhỏ để làm đông tiết.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Ti%E1%BA%BFt_canh.jpg/120px-Ti%E1%BA%BFt_canh.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Ti%E1%BA%BFt_canh.jpg/120px-Ti%E1%BA%BFt_canh.jpg""]","Tiết động vật tươi được pha với chút nước mắm hoặc nước muối nhạt hãm cho khỏi đông trước khi trộn với những phần thịt, ","Tiết động vật tươi được pha với chút nước mắm hoặc nước muối nhạt hãm cho khỏi đông trước khi trộn với những phần thịt, sụn động vật băm nhỏ để làm đông tiết.",,,,,0,Khắp cả nước,Tiết,Biến tấu
Tiết luộc Tiết hầm,9801fc29-f950-48b0-9e30-dc271824db9e,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/vi/thumb/6/6b/Huy%E1%BA%BFt_v%E1%BB%8Bt_ch%C3%ADn.jpg/120px-Huy%E1%BA%BFt_v%E1%BB%8Bt_ch%C3%ADn.jpg,"Máu động vật qua luộc, hầm đông cứng thành những khối dạng thạch",https://upload.wikimedia.org/wikipedia/vi/thumb/6/6b/Huy%E1%BA%BFt_v%E1%BB%8Bt_ch%C3%ADn.jpg/120px-Huy%E1%BA%BFt_v%E1%BB%8Bt_ch%C3%ADn.jpg,"[""https://upload.wikimedia.org/wikipedia/vi/thumb/6/6b/Huy%E1%BA%BFt_v%E1%BB%8Bt_ch%C3%ADn.jpg/120px-Huy%E1%BA%BFt_v%E1%BB%8Bt_ch%C3%ADn.jpg""]","Máu động vật qua luộc, hầm đông cứng thành những khối dạng thạch","Máu động vật qua luộc, hầm đông cứng thành những khối dạng thạch",,,,,0,Khắp cả nước,Tiết,Biến tấu
Thịt chua,9801fc29-f950-48b0-9e30-dc271824db9e,c6ef84fe-e7ac-41b0-b338-1d0775331eb1,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Th%E1%BB%8Bt_chua.jpg/120px-Th%E1%BB%8Bt_chua.jpg,Thịt lợn tươi sống ướp trong thính gạo để làm thành phẩm chín tự nhiên,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Th%E1%BB%8Bt_chua.jpg/120px-Th%E1%BB%8Bt_chua.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Th%E1%BB%8Bt_chua.jpg/120px-Th%E1%BB%8Bt_chua.jpg""]",Thịt lợn tươi sống ướp trong thính gạo để làm thành phẩm chín tự nhiên,Thịt lợn tươi sống ướp trong thính gạo để làm thành phẩm chín tự nhiên,,,,,0,Miền Bắc,Lên men,Biến tấu
Trứng vịt Bắc Thảo,9801fc29-f950-48b0-9e30-dc271824db9e,51eb38d6-9728-4d90-b7fe-c2f8236144a2,https://upload.wikimedia.org/wikipedia/vi/thumb/a/af/TrungbacthaoVN.jpg/120px-TrungbacthaoVN.jpg,"Trứng vịt ủ trong một hỗn hợp từ đất sét, tro, muối, vôi, và trấu... trong nhiều tuần lễ, hay nhiều tháng",https://upload.wikimedia.org/wikipedia/vi/thumb/a/af/TrungbacthaoVN.jpg/120px-TrungbacthaoVN.jpg,"[""https://upload.wikimedia.org/wikipedia/vi/thumb/a/af/TrungbacthaoVN.jpg/120px-TrungbacthaoVN.jpg""]","Trứng vịt ủ trong một hỗn hợp từ đất sét, tro, muối, vôi, và trấu... trong nhiều tuần lễ, hay nhiều tháng","Trứng vịt ủ trong một hỗn hợp từ đất sét, tro, muối, vôi, và trấu... trong nhiều tuần lễ, hay nhiều tháng",,,,,0,Miền Nam,Trứng,Biến tấu
Trứng vịt lộn Hột vịt lộn,9801fc29-f950-48b0-9e30-dc271824db9e,096cb2da-4203-4c2b-a0b6-c26377e0b9a0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Hotvitlon.jpg/120px-Hotvitlon.jpg,"Trứng vịt khi phôi thành hình luộc lên, để sôi kỹ 5 phút, rồi đập vỏ, ăn phần bên trong ngay lúc còn nóng. Các gia vị phổ biến đi kèm là rau răm, gừng tươi thái chỉ, muối tiêu",https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Hotvitlon.jpg/120px-Hotvitlon.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Hotvitlon.jpg/120px-Hotvitlon.jpg""]","Trứng vịt khi phôi thành hình luộc lên, để sôi kỹ 5 phút, rồi đập vỏ, ăn phần bên trong ngay lúc còn nóng. Các gia vị ph","Trứng vịt khi phôi thành hình luộc lên, để sôi kỹ 5 phút, rồi đập vỏ, ăn phần bên trong ngay lúc còn nóng. Các gia vị phổ biến đi kèm là rau răm, gừng tươi thái chỉ, muối tiêu",,,,,0,Khắp cả nước,Trứng,Biến tấu
Cá thính,daa7f39c-cec4-40af-ac6b-9144af2a8ece,d6b90ebc-f111-4e47-896e-6eadb890e4f2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Cathinh.jpg/120px-Cathinh.jpg,"Cá nước ngọt còn tươi đem sơ chế, ướp thính để lên men chua, thơm, làm chín món ăn một cách tự nhiên",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Cathinh.jpg/120px-Cathinh.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Cathinh.jpg/120px-Cathinh.jpg""]","Cá nước ngọt còn tươi đem sơ chế, ướp thính để lên men chua, thơm, làm chín món ăn một cách tự nhiên","Cá nước ngọt còn tươi đem sơ chế, ướp thính để lên men chua, thơm, làm chín món ăn một cách tự nhiên",,,,,0,Vĩnh Phúc,Lên men,Đặc sản địa phương
Chả cá Lã Vọng,daa7f39c-cec4-40af-ac6b-9144af2a8ece,97a6dbe2-3e11-4e93-b238-5648a1fc93aa,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Ch%E1%BA%A3_c%C3%A1_L%C3%A3_V%E1%BB%8Dng.jpg/120px-Ch%E1%BA%A3_c%C3%A1_L%C3%A3_V%E1%BB%8Dng.jpg,"Món cá tẩm ướp, nướng trên than rồi rán lại trong chảo mỡ, do gia đình họ Đoàn ở phố Chả Cá trong khu phố cổ Hà Nội giữ bí quyết kinh doanh và đặt tên",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Ch%E1%BA%A3_c%C3%A1_L%C3%A3_V%E1%BB%8Dng.jpg/120px-Ch%E1%BA%A3_c%C3%A1_L%C3%A3_V%E1%BB%8Dng.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Ch%E1%BA%A3_c%C3%A1_L%C3%A3_V%E1%BB%8Dng.jpg/120px-Ch%E1%BA%A3_c%C3%A1_L%C3%A3_V%E1%BB%8Dng.jpg""]","Món cá tẩm ướp, nướng trên than rồi rán lại trong chảo mỡ, do gia đình họ Đoàn ở phố Chả Cá trong khu phố cổ Hà Nội giữ ","Món cá tẩm ướp, nướng trên than rồi rán lại trong chảo mỡ, do gia đình họ Đoàn ở phố Chả Cá trong khu phố cổ Hà Nội giữ bí quyết kinh doanh và đặt tên",,,,,0,Hà Nội,Chả,Đặc sản địa phương
Chả chìa,daa7f39c-cec4-40af-ac6b-9144af2a8ece,788aeac0-5766-4314-b4ac-876c194a29b8,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Pork_chops_served.jpg/120px-Pork_chops_served.jpg,"Một dẻ mía chẻ nhỏ bằng ngón tay, phần trên được bao bằng thịt nạc xay nhuyễn với mực khô, phần dưới để nguyên, dùng để cầm khi ăn",https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Pork_chops_served.jpg/120px-Pork_chops_served.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Pork_chops_served.jpg/120px-Pork_chops_served.jpg""]","Một dẻ mía chẻ nhỏ bằng ngón tay, phần trên được bao bằng thịt nạc xay nhuyễn với mực khô, phần dưới để nguyên, dùng để ","Một dẻ mía chẻ nhỏ bằng ngón tay, phần trên được bao bằng thịt nạc xay nhuyễn với mực khô, phần dưới để nguyên, dùng để cầm khi ăn",,,,,0,"Quảng Ninh , Hải Phòng",Chả,Đặc sản địa phương
Chả mực,daa7f39c-cec4-40af-ac6b-9144af2a8ece,8e5335fb-2272-4995-abfe-2534b7c1557e,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Ch%E1%BA%A3_m%E1%BB%B1c.jpg/120px-Ch%E1%BA%A3_m%E1%BB%B1c.jpg,"Loại chả đặc sản của Hạ Long được làm rất cầu kỳ từ mực giã nhuyễn, thì là, hành hoa... nặn thành miếng và chiên ngập dầu",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Ch%E1%BA%A3_m%E1%BB%B1c.jpg/120px-Ch%E1%BA%A3_m%E1%BB%B1c.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Ch%E1%BA%A3_m%E1%BB%B1c.jpg/120px-Ch%E1%BA%A3_m%E1%BB%B1c.jpg""]","Loại chả đặc sản của Hạ Long được làm rất cầu kỳ từ mực giã nhuyễn, thì là, hành hoa... nặn thành miếng và chiên ngập dầ","Loại chả đặc sản của Hạ Long được làm rất cầu kỳ từ mực giã nhuyễn, thì là, hành hoa... nặn thành miếng và chiên ngập dầu",,,,,0,Quảng Ninh,Chả,Đặc sản địa phương
Cốm,daa7f39c-cec4-40af-ac6b-9144af2a8ece,97a6dbe2-3e11-4e93-b238-5648a1fc93aa,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Com.JPG/120px-Com.JPG,"Làm từ lúa nếp non, rang chín và giã, sàng sảy cho hết vỏ trấu",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Com.JPG/120px-Com.JPG,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Com.JPG/120px-Com.JPG""]","Làm từ lúa nếp non, rang chín và giã, sàng sảy cho hết vỏ trấu","Làm từ lúa nếp non, rang chín và giã, sàng sảy cho hết vỏ trấu",,,,,0,Hà Nội,Gạo tẻ,Đặc sản địa phương
Ngán,daa7f39c-cec4-40af-ac6b-9144af2a8ece,8e5335fb-2272-4995-abfe-2534b7c1557e,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Ng%C3%A1n.jpg/120px-Ng%C3%A1n.jpg,"Ngán là loài nhuyễn thể chỉ sống ở Quảng Ninh. Ngán rất bổ dưỡng và chế biến được nhiều món ăn ngon khác nhau như ngán luộc, ngán nướng, gỏi ngán, cháo ngán, bún ngán.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Ng%C3%A1n.jpg/120px-Ng%C3%A1n.jpg,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Ng%C3%A1n.jpg/120px-Ng%C3%A1n.jpg""]",Ngán là loài nhuyễn thể chỉ sống ở Quảng Ninh. Ngán rất bổ dưỡng và chế biến được nhiều món ăn ngon khác nhau như ngán l,"Ngán là loài nhuyễn thể chỉ sống ở Quảng Ninh. Ngán rất bổ dưỡng và chế biến được nhiều món ăn ngon khác nhau như ngán luộc, ngán nướng, gỏi ngán, cháo ngán, bún ngán.",,,,,0,Quảng Ninh,Hải sản,Đặc sản địa phương
